CASE_ENQUIRY_ID,OPEN_DT,DateOpened_NonPrimitiveFormat,TimeOpened,CLOSED_DT,DateClosed,TimeClosed,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Address,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,LATITUDE,LONGITUDE,Source,Geocoded_Location,GridNumberX,GridNumberY,Location,ValidLocation,OpenDay,MinuteStart,CloseDay,MinuteEnd,InitialTimeSlot,FinalTimeSlot,ExtraInitialDay,InitialTimeSlotWithExtra,Slots Duration,TotalDaysPotholeWasOpen
101001311426,2/23/2015 7:20:16,23-Feb-2015,07:20:16,3/25/2015 11:49:52,25-Mar-2015,11:49:52,Closed,Case Closed Case Resolved potholes patched at location,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Northern Ave & Ramp St  Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION Northern Ave & Ramp St,,Intersection,7649,42.3491,-71.0395,Citizens Connect App,"(42.3491, -71.0395)",8,8,78,1,1,440,7,709,8,168,2,8,160,30.49296296
101001315053,2/24/2015 18:23:13,24-Feb-2015,18:23:13,3/6/2015 8:44:02,6-Mar-2015,08:44:02,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,11 School St  Boston  MA  02108,3,1C,1,A1,Downtown / Financial District,3,Ward 3,306,C,11 School St,2108,Address,156095,42.3576,-71.0587,Citizens Connect App,"(42.3576, -71.0587)",7,8,77,1,2,1103,7,524,43,168,1,19,125,10.36391204
101001315939,2/25/2015 11:55:42,25-Feb-2015,11:55:42,2/25/2015 11:55:43,25-Feb-2015,11:55:43,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Main St & Mishawum St  Charlestown  MA,3,1A,1,A15,Charlestown,2,Ward 2,207,,INTERSECTION Main St & Mishawum St,,Intersection,6990,42.3836,-71.0721,City Worker App,"(42.3836, -71.0721)",6,10,96,1,3,715,3,715,60,60,4,12,0,0.497025463
101001313334,2/24/2015 7:36:59,24-Feb-2015,07:36:59,2/25/2015 10:36:48,25-Feb-2015,10:36:48,Closed,Case Closed Case Resolved CREW PATCHED AROUND MANHOLE COVER ALL SET 2/24,BWSC Pothole,Boston Water & Sewer Commission,Pothole,BWSC Pothole,BWSC_Pothole,BWSC,INTERSECTION of Shawmut Ave & W Springfield St  Roxbury  MA,4,1C,7,D4,South End,6,Ward 9,902,,INTERSECTION Shawmut Ave & W Springfield St,,Intersection,8347,42.3378,-71.0773,Constituent Call,"(42.3378, -71.0773)",6,7,66,1,2,456,3,636,32,59,1,8,27,1.442222222
101001307324,2/19/2015 16:48:02,19-Feb-2015,16:48:02,5/3/2015 21:24:29,3-May-2015,21:24:29,Closed,Case Closed. Closed date : 2015-05-03 21:24:29.463 Case Referred to External Agency reported to DCR in Feb,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,INFO_Reallocation From Dept,INFO,INTERSECTION of Boylston St & Charlesgate  Boston  MA,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,502,,INTERSECTION Boylston St & Charlesgate,,Intersection,1766,42.3467,-71.0923,Constituent Call,"(42.3467, -71.0923)",5,7,65,1,0,1008,7,1284,1,168,1,17,167,73.89200231
101001291223,2/12/2015 12:33:38,12-Feb-2015,12:33:38,4/14/2015 9:14:46,14-Apr-2015,09:14:46,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,2343 Washington St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,C,2343 Washington St,2119,Address,330775,42.3299,-71.0848,Constituent Call,"(42.3299, -71.0848)",6,6,56,1,0,753,7,554,1,168,4,13,167,61.38525463
101001315158,2/24/2015 20:57:45,24-Feb-2015,20:57:45,3/3/2015 11:44:14,3-Mar-2015,11:44:14,Closed,Case Closed Case Resolved filed,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,625-629 E First St  South Boston  MA  02127,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,607,I,625-629 E First St,2127,Address,172244,42.3379,-71.0346,Citizens Connect App,"(42.3379, -71.0346)",8,7,68,1,2,1257,7,704,45,168,4,21,123,7.489050926
101001313748,2/24/2015 9:39:53,24-Feb-2015,09:39:53,2/24/2015 9:39:53,24-Feb-2015,09:39:53,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,857 Saratoga St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R3,857 Saratoga St,2128,Address,122848,42.3851,-71.0133,Employee Generated,"(42.3851, -71.0133)",9,10,99,1,2,579,2,579,34,34,1,10,0,0.4026967593
101001303014,2/18/2015 7:00:34,18-Feb-2015,07:00:34,3/3/2015 10:47:38,3-Mar-2015,10:47:38,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Boylston St & Clarendon St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Boylston St & Clarendon St,,Intersection,1779,42.3507,-71.0752,Constituent Call,"(42.3507, -71.0752)",6,8,76,1,0,420,7,647,1,168,1,8,167,13.44974537
101001313762,2/24/2015 9:43:29,24-Feb-2015,09:43:29,2/24/2015 9:43:29,24-Feb-2015,09:43:29,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,239-243 Sumner St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,103,E,239-243 Sumner St,2128,Address,170110,42.368,-71.0387,Employee Generated,"(42.368, -71.0387)",8,9,88,1,2,583,2,583,34,34,1,10,0,0.4051967593
101001317419,2/26/2015 10:34:49,26-Feb-2015,10:34:49,2/26/2015 10:42:14,26-Feb-2015,10:42:14,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Commonwealth Ave. Underpass,,Intersection,7134,42.3491,-71.0886,City Worker App,"(42.3491, -71.0886)",5,8,75,1,4,634,4,642,83,83,3,11,0,0.4459953704
101001316975,2/26/2015 8:06:32,26-Feb-2015,08:06:32,3/19/2015 8:56:34,19-Mar-2015,08:56:34,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Dorchester Ave & Gillette Park  Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION Dorchester Ave & Gillette Park,,Intersection,4157,42.3442,-71.0572,City Worker App,"(42.3442, -71.0572)",7,7,67,1,4,486,7,536,81,168,3,9,87,21.37261574
101001315828,2/25/2015 11:06:50,25-Feb-2015,11:06:50,2/26/2015 8:32:55,26-Feb-2015,08:32:55,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,139 Pembroke St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 4,403,EA,139 Pembroke St,2118,Address,109073,42.3433,-71.0772,City Worker App,"(42.3433, -71.0772)",6,7,66,1,3,666,4,512,60,81,2,12,21,1.35619213
101001299090,2/16/2015 16:52:15,16-Feb-2015,16:52:15,3/3/2015 18:25:29,3-Mar-2015,18:25:29,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,INTERSECTION of Hanover St & Parmenter St  Boston  MA,3,1B,1,A1,Downtown / Financial District,3,Ward 3,303,,INTERSECTION Hanover St & Parmenter St,,Intersection,5613,42.3636,-71.0546,Citizens Connect App,"(42.3636, -71.0546)",7,9,87,1,0,1012,7,1105,1,168,4,17,167,15.76769676
101001319249,2/27/2015 13:46:46,27-Feb-2015,13:46:46,2/27/2015 14:22:39,27-Feb-2015,14:22:39,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,712 Beacon St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,510,E,712 Beacon St,2215,Address,161925,42.3485,-71.0995,Self Service,"(42.3485, -71.0995)",5,8,75,1,5,826,5,862,110,111,1,86,1,0.5990625
101001314639,2/24/2015 14:41:30,24-Feb-2015,14:41:30,3/20/2015 14:49:45,20-Mar-2015,14:49:45,Closed,Case Closed Case Resolved pothole filled,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Dorchester Ave & Kemp St  South Boston  MA,6,5,2,C6,Charlestown,2,Ward 2,206,CM,88 Russell St,2129,Address,119730,42.3803,-71.0677,Constituent Call,"(42.3268, -71.0569)",6,10,96,1,2,881,7,889,39,168,1,15,129,24.61788194
101001314257,2/24/2015 11:51:21,24-Feb-2015,11:51:21,2/27/2015 9:18:09,27-Feb-2015,09:18:09,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,85 Washington St  Charlestown  MA  02129,3,1A,1,A15,South End,6,Ward 4,402,E,351 Columbus Ave,2116,Address,211810,42.3458,-71.0757,City Worker App,"(42.3741, -71.0664)",6,7,66,1,2,711,5,558,36,106,1,12,70,3.387604167
101001310645,2/22/2015 7:12:09,22-Feb-2015,07:12:09,3/11/2015 14:55:45,11-Mar-2015,14:55:45,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 03: North Dorchester,PWDx,199 E Cottage St  Dorchester  MA  02125,7,3,2,C11,South Boston / South Boston Waterfront,5,Ward 6,601,EA,149-151 Northern Ave,2210,Address,168262,42.3497,-71.0429,Self Service,"(42.3196, -71.0607)",8,8,78,1,0,432,7,895,1,168,2,8,167,17.62204861
101001309563,2/20/2015 22:25:05,20-Feb-2015,22:25:05,3/3/2015 16:05:33,3-Mar-2015,16:05:33,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,100 Warren St  Charlestown  MA  02129,3,1A,1,A15,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 4,410,,INTERSECTION Francis St & Pilgrim Rd,,Intersection,5068,42.3376,-71.1103,Citizens Connect App,"(42.3748, -71.0635)",4,7,64,1,0,1345,7,965,1,168,1,23,167,11.67052083
101001299681,2/16/2015 20:54:08,16-Feb-2015,20:54:08,3/4/2015 10:59:27,4-Mar-2015,10:59:27,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,246-260 E Berkeley St  Roxbury  MA  02118,4,1C,2,D4,Downtown / Financial District,3,Ward 3,306,C,73-73 Tremont St,2108,Address,156028,42.3579,-71.0608,Citizens Connect App,"(42.3434, -71.0633)",7,8,77,1,0,1254,7,659,1,168,1,21,167,16.45795139
101001291035,2/12/2015 11:34:09,12-Feb-2015,11:34:09,2/27/2015 12:29:55,27-Feb-2015,12:29:55,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,91 Russell St  Charlestown  MA  02129,3,1A,1,A15,East Boston,1,Ward 1,104,,INTERSECTION Havre St & Porter St,,Intersection,5808,42.3736,-71.0369,Constituent Call,"(42.3805, -71.0677)",8,9,88,1,0,694,5,749,1,109,2,12,108,15.52077546
101001313761,2/24/2015 9:43:26,24-Feb-2015,09:43:26,2/24/2015 9:43:26,24-Feb-2015,09:43:26,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,239-243 Sumner St  East Boston  MA  02128,1,9,1,A7,South End,6,Ward 4,402,E,357 Columbus Ave,2116,Address,211819,42.3457,-71.0758,Employee Generated,"(42.368, -71.0387)",6,7,66,1,2,583,2,583,34,34,2,10,0,0.405162037
101001313509,2/24/2015 8:48:27,24-Feb-2015,08:48:27,2/24/2015 8:48:28,24-Feb-2015,08:48:28,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,520 Saratoga St  East Boston  MA  02128,1,9,1,A7,Charlestown,2,Ward 2,201,,INTERSECTION Chamber St & Constitution Rd,,Intersection,2743,42.3717,-71.0602,Employee Generated,"(42.3806, -71.026)",7,9,87,1,2,528,2,528,33,33,4,9,0,0.3669907407
101001295908,2/15/2015 13:42:52,15-Feb-2015,13:42:52,3/5/2015 9:37:19,5-Mar-2015,09:37:19,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Harrison Ave & Plympton St  Roxbury  MA,4,1C,2,D4,Boston,5,6,601,C,36 Dry Dock Ave,2210,Address,341299,42.3446,-71.027,Citizens Connect App,"(42.3398, -71.0691)",8,7,68,1,0,822,7,577,1,168,3,14,167,18.40091435
101001308704,2/20/2015 12:49:32,20-Feb-2015,12:49:32,3/2/2015 10:38:59,2-Mar-2015,10:38:59,Closed,Case Closed Case Resolved CREW INVESTIGATED FOUND NO POTHOLE 2/28,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,34 Whitby St  East Boston  MA  02128,1,9,1,A7,Dorchester,5,Ward 7,709,,INTERSECTION Columbia Rd & Dorchester Ave,,Intersection,3244,42.3206,-71.0568,Constituent Call,"(42.388, -71.0084)",7,6,57,1,0,769,7,638,1,168,2,13,167,10.44373843
101001306481,2/19/2015 11:18:15,19-Feb-2015,11:18:15,3/12/2015 10:38:47,12-Mar-2015,10:38:47,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,10 Avery St  Boston  MA  02111,3,1C,2,A1,East Boston,1,Ward 1,114,R1,104 Waldemar Ave,2128,Address,141469,42.392,-71.0029,Self Service,"(42.3531, -71.0633)",10,11,110,0,0,678,7,638,1,168,2,12,167,21.44359954
101001315943,2/25/2015 11:57:33,25-Feb-2015,11:57:33,2/26/2015 7:20:29,26-Feb-2015,07:20:29,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Columbus Ave & Yarmouth St  Boston  MA,4,1C,2,D4,Downtown / Financial District,3,Ward 3,306,,INTERSECTION Beacon St & School St,,Intersection,1115,42.358,-71.0604,City Worker App,"(42.3454, -71.0758)",7,8,77,1,3,717,4,440,61,80,4,12,19,1.305891204
101001235000,12/17/2014 19:19:46,17-Dec-2014,19:19:46,3/27/2015 18:03:46,27-Mar-2015,18:03:46,Closed,Case Closed Case Resolved A butters are responsible for a roadway. The city just maintain and plows.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,756 Tremont St  Roxbury  MA  02118,4,1C,7,D4,East Boston,1,Ward 1,111,R3,720 Saratoga St,2128,Address,306229,42.3834,-71.0187,Citizens Connect App,"(42.3397, -71.079)",9,10,99,1,0,1159,7,1083,1,168,1,20,167,100.7526157
101001313629,2/24/2015 9:08:37,24-Feb-2015,09:08:37,3/2/2015 6:54:07,2-Mar-2015,06:54:07,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,357 Columbus Ave  Boston  MA  02116,4,1C,2,D4,Charlestown,2,Ward 2,203,R2,12 Prospect St,2129,Address,113441,42.375,-71.0578,City Worker App,"(42.3457, -71.0758)",7,9,87,1,2,548,7,414,34,168,5,10,134,6.287581019
101001314085,2/24/2015 11:02:59,24-Feb-2015,11:02:59,2/24/2015 11:02:59,24-Feb-2015,11:02:59,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Fellows St & Northampton St  Roxbury  MA,7,10B,7,D4,East Boston,1,Ward 1,106,RC,133 Putnam St,2128,Address,113623,42.3783,-71.0322,Employee Generated,"(42.3335, -71.075)",8,10,98,1,2,662,2,662,36,36,1,12,0,0.4604050926
101001266136,1/31/2015 16:44:33,31-Jan-2015,16:44:33,2/27/2015 10:22:26,27-Feb-2015,10:22:26,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Eighth St & First Ave  Charlestown  MA,3,1A,1,A15,East Boston,1,Ward 1,113,CD,56 Leyden St,2128,Address,85831,42.3902,-71.0104,Constituent Call,"(42.3755, -71.0535)",9,11,109,0,0,1004,5,622,1,107,1,17,106,27.43224537
101001313815,2/24/2015 9:52:37,24-Feb-2015,09:52:37,2/24/2015 9:52:38,24-Feb-2015,09:52:38,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,110 Bennington St  East Boston  MA  02128,1,9,1,A7,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION Dorchester Ave & Gillette Park,,Intersection,4157,42.3442,-71.0572,Employee Generated,"(42.3765, -71.0349)",7,7,67,1,2,592,2,592,34,34,3,10,0,0.4115509259
101001312638,2/23/2015 15:01:56,23-Feb-2015,15:01:56,2/23/2015 15:01:56,23-Feb-2015,15:01:56,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,15 Waldemar Ave  East Boston  MA  02128,1,9,1,A7,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,510,C,493-497 Commonwealth Ave,2215,Address,163727,42.3493,-71.0945,Employee Generated,"(42.3905, -70.9988)",5,8,75,1,1,901,1,901,16,16,1,16,0,0.6263425926
101001313532,2/24/2015 8:52:05,24-Feb-2015,08:52:05,2/24/2015 8:52:05,24-Feb-2015,08:52:05,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,54 Chelsea St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,107,CM,126 Lexington St,2128,Address,85518,42.3787,-71.0354,Employee Generated,"(42.3713, -71.0374)",8,10,98,1,2,532,2,532,33,33,1,9,0,0.3695023148
101001290482,2/12/2015 9:09:12,12-Feb-2015,09:09:12,3/25/2015 11:33:58,25-Mar-2015,11:33:58,Closed,Case Closed Case Resolved multiple potholes patched at location,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Congress St & Ramp St  Boston  MA,6,5,2,C6,Roxbury,13,Ward 8,807,,INTERSECTION Dudley St & Mulberry Pl,,Intersection,4274,42.3275,-71.0771,Citizens Connect App,"(42.3483, -71.0401)",6,6,56,1,0,549,7,693,1,168,2,10,167,41.4819213
101001269758,2/3/2015 10:28:17,3-Feb-2015,10:28:17,3/5/2015 9:17:03,5-Mar-2015,09:17:03,Closed,Case Closed Case Noted Duplicate case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,645 Boylston St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,509,C,94 Massachusetts Ave,2115,Address,156945,42.3484,-71.088,Citizens Connect App,"(42.3501, -71.0783)",5,8,75,1,0,628,7,557,1,168,1,11,167,30.38684028
101001313809,2/24/2015 9:50:15,24-Feb-2015,09:50:15,2/24/2015 9:50:16,24-Feb-2015,09:50:16,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,1042 Saratoga St  East Boston  MA  02128,1,9,1,A7,Charlestown,2,Ward 2,202,I,200 Terminal St,2129,Address,134473,42.3832,-71.05,Employee Generated,"(42.3862, -71.0048)",7,10,97,1,2,590,2,590,34,34,1,10,0,0.4099074074
101001316141,2/25/2015 13:35:54,25-Feb-2015,13:35:54,3/6/2015 8:50:03,6-Mar-2015,08:50:03,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,58 Tremont St  Boston  MA  02108,3,1C,1,A1,Back Bay,14,Ward 4,405,,INTERSECTION Huntington Ave & Massachusetts Ave,,Intersection,6433,42.3427,-71.0849,Constituent Call,"(42.358, -71.06)",6,7,66,1,3,815,7,530,62,168,1,38,106,9.368090278
101001307746,2/19/2015 21:33:43,19-Feb-2015,21:33:43,4/8/2015 10:46:21,8-Apr-2015,10:46:21,Closed,Case Closed Case Resolved Resurfaced. Complete.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Massachusetts Ave & Commonwealth Ave. Underpass  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 4,406,A,32-34 Clearway St,2115,Address,33742,42.3454,-71.0855,Citizens Connect App,"(42.3491, -71.0886)",6,7,66,1,0,1293,7,646,1,168,1,22,167,48.44885417
101001316060,2/25/2015 12:54:53,25-Feb-2015,12:54:53,4/14/2015 7:26:59,14-Apr-2015,07:26:59,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Washington St & Northampton St  Roxbury  MA,7,10B,7,D4,East Boston,1,Ward 1,111,R3,680 Saratoga St,2128,Address,160036,42.3828,-71.0201,City Worker App,"(42.336, -71.0776)",9,10,99,1,3,774,7,446,61,168,1,37,107,48.31040509
101001313046,2/23/2015 18:41:06,23-Feb-2015,18:41:06,2/24/2015 8:12:47,24-Feb-2015,08:12:47,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Berkeley St & Cortes St  Boston  MA,4,1C,2,D4,Charlestown,2,Ward 2,201,C,132-148 Main St,2129,Address,167259,42.375,-71.0643,Citizens Connect App,"(42.3483, -71.0716)",7,9,87,1,1,1121,2,492,19,33,1,19,14,1.342210648
101001307514,2/19/2015 18:20:58,19-Feb-2015,18:20:58,2/27/2015 10:54:49,27-Feb-2015,10:54:49,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Main St & Mishawum St  Charlestown  MA,3,1A,1,A15,East Boston,1,Ward 1,106,RC,133 Putnam St,2128,Address,113623,42.3783,-71.0322,Citizens Connect App,"(42.3836, -71.0721)",8,10,98,1,0,1100,5,654,1,108,1,19,107,8.454733796
101001313576,2/24/2015 8:59:44,24-Feb-2015,08:59:44,3/2/2015 6:49:51,2-Mar-2015,06:49:51,Closed,Case Closed Case Noted,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,348 Columbus Ave  Boston  MA  02116,4,1C,2,D4,Back Bay,14,Ward 4,405,EA,334 Massachusetts Ave,2115,Address,271370,42.3426,-71.0842,City Worker App,"(42.3456, -71.0753)",6,7,66,1,2,539,7,409,34,168,1,9,134,6.284618056
101001317798,2/26/2015 12:58:30,26-Feb-2015,12:58:30,3/24/2015 12:29:42,24-Mar-2015,12:29:42,Closed,Case Closed Case Resolved potholes patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Dorchester Ave & Father A Songin Way  South Boston  MA,6,5,2,C6,East Boston,1,Ward 1,112,C,1035 Saratoga St,2128,Address,122391,42.386,-71.0053,Constituent Call,"(42.328, -71.0569)",10,10,100,1,4,778,7,749,86,168,2,38,82,26.520625
101001254024,1/26/2015 9:58:14,26-Jan-2015,09:58:14,3/9/2015 11:56:13,9-Mar-2015,11:56:13,Closed,Case Closed Case Resolved ON ARRIVAL FOUND SINKHOLE.  FOUND MANHOLE AND BELONGS TO CABLE COMPANY.  NOT A BWSC MANHOLE. 3,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,1154 Washington St  Roxbury  MA  02118,4,1C,2,D4,Back Bay,14,Ward 5,511,,INTERSECTION David G Mugar Way & Mount Vernon St,,Intersection,3927,42.3573,-71.0726,Citizens Connect App,"(42.3434, -71.0659)",6,8,76,1,0,598,7,716,1,168,2,10,167,42.49737269
101000402189,3/29/2012 17:14:15,29-Mar-2012,17:14:15,1/7/2016 11:33:20,7-Jan-2016,11:33:20,Closed,Case Closed. Closed date : 2016-01-07 11:33:20.937 Case Noted,Boston Common,Public Works Department,Highway Maintenance,Request for Pothole Repair,PARK_Park Improvement Requests,PARK,151-162 Tremont St  Boston  MA  02111,3,1C,2,A1,Downtown / Financial District,3,Ward 3,302,,INTERSECTION Causeway St & N Washington St,,Intersection,2526,42.367,-71.0585,Self Service,"(42.3544, -71.0634)",7,9,87,1,0,1034,7,693,1,168,3,18,167,1379.481481
101001315992,2/25/2015 12:27:28,25-Feb-2015,12:27:28,2/26/2015 11:02:53,26-Feb-2015,11:02:53,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,29-31 Austin St  Charlestown  MA  02129,3,1A,1,A15,Roxbury,13,Ward 8,803,,INTERSECTION Fellows St & Northampton St,,Intersection,4855,42.3335,-71.075,Constituent Call,"(42.3749, -71.0671)",6,6,56,1,3,747,4,662,61,84,2,13,23,1.460335648
